Serial,Day,Location,Liters,Lat,Lng,Color
1518315,26,Opposite Ferryman Pub,1589,53.34624711,-6.240723795,"[128, 128, 128]"
1518317,26,Forbes St Outside Docklands Dental,1589,53.34585332,-6.238063978,"[128, 128, 128]"
1518318,26,Sir John Rogerston Quay - Opp. JP Morgan,454,53.34548512,-6.232261144,"[128, 128, 128]"
1518320,26,Opp Custom House,1249,53.34817787,-6.25337833,"[128, 128, 128]"
1518321,26,Opp No.70 Sir John Rogerson Quay,340,53.34582512,-6.234560879,"[128, 128, 128]"
1518322,26,"Outside The Art Of Coffee, Sir John Rogerson's Quay",1589,53.34629063,-6.243927779,"[128, 128, 128]"
1518323,26,Junction Blood Stoney Road,1022,53.34586124,-6.235609649,"[128, 128, 128]"
1518324,26,At Steps To Admiral Brown Walk,1135,53.34600814,-6.239328724,"[128, 128, 128]"
1518326,26,"Opp Asgard Rd, Sir John Rogerson's Quay",567,53.34595634,-6.236858962,"[128, 128, 128]"
1518328,26,"Samuel Beckekett Bridge Outside 3 Building, Sir John Rogerson's Quay",681,53.34626918,-6.241718825,"[128, 128, 128]"
1518332,26,City Quay Opposite Snap Print,1022,53.34651646,-6.244417488,"[128, 128, 128]"
1518335,26,Opposite CHQ,2157,53.3479841,-6.247990969,"[128, 128, 128]"
1518340,26,"Opposite 3 Arena, North Wall Quay",908,53.34665608,-6.229027313,"[128, 128, 128]"
1518341,26,"Dublin Bikes Opp Milano, North Wall Quay",794,53.34778518,-6.244230596,"[128, 128, 128]"
1518342,26,Sir John Rogerson's Quay Opp Benson Street,567,53.34569686,-6.23292452,"[128, 128, 128]"
1518345,26,"Outside 3, Sir John Rogerson's Quay",794,53.34620604,-6.242128065,"[128, 128, 128]"
1518357,26,Central Bank Of Ireland,1022,53.34713049,-6.234620851,"[128, 128, 128]"
1518359,26,Opp Convention Centre At Bus Stop,1135,53.34745583,-6.239596506,"[128, 128, 128]"
1518360,26,Opposite J P Morgan Water Side,454,53.34694364,-6.232275292,"[128, 128, 128]"
1518363,26,North Wall Quay corner Commons St,2498,53.34806209,-6.245537362,"[128, 128, 128]"
1518364,26,Opposite Central Bank,340,53.3472789,-6.234994503,"[128, 128, 128]"
1518365,26,North Wall Quay Inbound Outside Eddie Rockets,1476,53.34790343,-6.243672766,"[128, 128, 128]"
1518366,26,Green Area Left Of Convention Centre,454,53.34775374,-6.240744181,"[128, 128, 128]"
1518367,26,Opposite Restaurant Boat,681,53.34727812,-6.237868349,"[128, 128, 128]"
1518368,26,"Opposite J P Morgan, N Wall Quay corner Castleforbes Rd",681,53.34707287,-6.23221173,"[128, 128, 128]"
1518369,26,"Beside Pwc, North Wall Quay",794,53.34758024,-6.239169119,"[128, 128, 128]"
1518373,26,"Opp A & L Goodbody, North Wall Quay",1476,53.34764834,-6.242726906,"[128, 128, 128]"
1520480,26,Mace - James Street,3293,53.34336042,-6.288805695,"[128, 128, 128]"
1520513,26,Crumlin Village - DCC Area Office - Taxi Rank,4883,53.32019042,-6.315925631,"[128, 128, 128]"
1520524,26,Crumlin Village - Paddy Power,6132,53.3203309,-6.316107096,"[128, 128, 128]"
1520540,26,Kilbarrack SC outside Top Fuel (Replacing WMS 2459),2044,53.38903872,-6.168402702,"[128, 128, 128]"
1520545,26,Ballymun Rd Outbound At Bus Stop 4680,2952,53.38500059,-6.265370038,"[128, 128, 128]"
1520548,26,Mellowes Rd - West Finglas Community Centre @ Bus Stop 983,4201,53.3901256,-6.310977958,"[128, 128, 128]"
1520553,26,Edenmore SC (Clinic Side) Replacing WMS 1339,1703,53.38818322,-6.182047748,"[128, 128, 128]"
1520558,26,Glasnevin Ave. - Autobahn Bar/Lounge,2498,53.38978844,-6.271425285,"[128, 128, 128]"
1520564,26,Crumlin Village - Church Of St. Agnes - South Central,5791,53.31927315,-6.315183111,"[128, 128, 128]"
1520572,26,Santry - 401 Collins Ave. - Costcutter/Post office Whitehall,1703,53.38173072,-6.241748088,"[128, 128, 128]"
1520573,26,Crumlin Village - Bus Stop 2329 - Four Star Pizza,6359,53.32088773,-6.316908723,"[128, 128, 128]"
1520624,26,Wifi Right - Famine Memorial - Opp. IFSC House,454,53.34796454,-6.249508339,"[128, 128, 128]"
1520625,26,WiFi Left - Famine Memorial - Opp. IFSC House,454,53.3479804,-6.249553554,"[128, 128, 128]"
1521141,26,Phibsborough - Inbound N2 - Outside Todays Local Shop,2839,53.36176554,-6.272630456,"[128, 128, 128]"
1521145,26,Beach Rd - Steps Into Sean Moore Park - Sandymount,3406,53.33474024,-6.213741956,"[128, 128, 128]"
1521153,26,Kilmore Road Artane-at Bus Stop 4790,1703,53.38132553,-6.211781362,"[128, 128, 128]"
1521170,26,Ballymun Rd Outbound - Firestone Pizza,2611,53.39475087,-6.264011219,"[128, 128, 128]"
1521179,26,Rathmines Rd Lwr - McDonalds,6813,53.32365535,-6.265293456,"[128, 128, 128]"
1521181,26,Outside Civic Centre At Bus Stop 1256 On Bunraty Road,1930,53.39362896,-6.206923616,"[128, 128, 128]"
1521185,26,Temple Bar - Cows Lane - Tattoo Shop,3406,53.34404623,-6.268744532,"[128, 128, 128]"
1521189,26,Fairview Outside Little Sport Bike Shop,567,53.36366396,-6.234364696,"[128, 128, 128]"
1521194,26,Essex Quay - Bus Stop 1443,2498,53.34513278,-6.269648749,"[128, 128, 128]"
1521196,26,Christchurch Place - The Lord Edward Pub,7949,53.34322655,-6.270020216,"[128, 128, 128]"
1521201,26,Killester Outside Shops Near Beechcomber Pub (Replacing WMS2521),1022,53.37098292,-6.205044157,"[128, 128, 128]"
1521206,26,Killester - Rosemount Ave. Shops - Centra,1930,53.38033176,-6.198589637,"[128, 128, 128]"
1521208,26,Coolock - Tonglagee Road - Nursing Home,1135,53.39032336,-6.191243272,"[128, 128, 128]"
1521216,26,Northside SC Main Entrance Oscar Traynor Road,1930,53.39527903,-6.213992876,"[128, 128, 128]"
1521217,26,Ballymun Rd - Outbound Before Library @ Bus Stop 92,1930,53.3898797,-6.264636327,"[128, 128, 128]"
1521218,26,Phibsborough - N2 Outbound - Bus Stop 1506 - Opp. O’Briens Wines,2044,53.36669948,-6.272307438,"[128, 128, 128]"
1521224,26,Fleet Street Outside Tesco,5905,53.3457578,-6.260210152,"[128, 128, 128]"
1521228,26,Shangan Road Ballymun Outside Centra,3861,53.39558181,-6.262009134,"[128, 128, 128]"
1521229,26,Wellington Quay - ASTI CU #25 - Before Millenium Bridge,6473,53.34576383,-6.264662331,"[128, 128, 128]"
1521231,26,Wellington Quay - Bus Stop 312 - Bison Bar,4883,53.34554243,-6.266230673,"[128, 128, 128]"
1521232,26,Dolphin House - Essex St. East - Temple Bar,3520,53.34499442,-6.267037351,"[128, 128, 128]"
1521234,26,Rory Gallagher Corner Outside National Library Of Ireland - Temple Bar,2157,53.34529396,-6.265395451,"[128, 128, 128]"
1521236,26,Thomas St. - Tesco Express/Centra,4656,53.34274776,-6.278651968,"[128, 128, 128]"
1521237,26,Wellington Quay - IBAT College,6700,53.34558128,-6.265552968,"[128, 128, 128]"
1521238,26,Crampton Quay - City Link Bus,6359,53.346156,-6.262252882,"[128, 128, 128]"
1521239,26,Darndale - Malahide Rd -  Outside Lidl at Bus Stop 1203,2271,53.39662349,-6.187510784,"[128, 128, 128]"
1521245,26,Rathmines Rd Lwr - Bus Stop 1076 - Outside Flying Tiger,3861,53.323036,-6.26548992,"[128, 128, 128]"
1521251,26,Ballymun Rd Inbound - Citizens Information Office,1135,53.39558168,-6.263846139,"[128, 128, 128]"
1521255,26,Phibsborough - N2 Outbound - Bus Stop 198 - Opp Tesco Off Licence,4656,53.36169873,-6.272873254,"[128, 128, 128]"
1521258,26,Merchants Arch - Ha’penny Bridge,5450,53.34601564,-6.262892953,"[128, 128, 128]"
1523204,26,Westmoreland Street Outside Super Macs,2611,53.34626689,-6.259223076,"[128, 128, 128]"
1523212,26,Dean Plaza Off Francis Street Outside Funked Up Cycles,8290,53.33911619,-6.273540233,"[128, 128, 128]"
1523242,26,Patrick St - Spar - Pedestrain Xover,2725,53.33900927,-6.27246015,"[128, 128, 128]"
1523251,26,Drumcondra Outbound Bus 7602 Outside DCU,2725,53.37158231,-6.253380021,"[128, 128, 128]"
1523559,26,Raheny - St Annes Ave. at Bus Stop 4472 Opp. Mace,454,53.37639778,-6.178241187,"[128, 128, 128]"
1524276,26,Coolock - SPAR - Main St Meets Ross Place,2611,53.38708597,-6.201147747,"[128, 128, 128]"
1524280,26,Darndale - Belcamp Square - Di Lucias Takeaway,2384,53.40151703,-6.194776129,"[128, 128, 128]"
1524330,26,Coolock - Main St. - Opp Bank Of Ireland,2725,53.38936109,-6.200586401,"[128, 128, 128]"
1524336,26,Santry - Swords Rd - Old Swiss Cottages,681,53.39621661,-6.245206337,"[128, 128, 128]"
1524347,26,Santry - Swords Rd - Paddy Power/The Comet,2498,53.38868993,-6.246009763,"[128, 128, 128]"
1524349,26,Santry - Swords Rd - Whitehall Church At Pedestrian X over,908,53.38429571,-6.24323482,"[128, 128, 128]"
1524359,26,Coolock - Ardberg Park - Green Area,1703,53.38549239,-6.204570559,"[128, 128, 128]"
1524676,26,"Darndale - Belcamp Square - School Side Entrance to Sq,",0,53.40137759,-6.194398634,"[255, 0, 0]"
1527293,26,Darndale - Belcamp Square - Bobs News Nearby,227,53.401561,-6.194555936,"[128, 128, 128]"
1527332,26,Clontarf - James Larkin Rd - Causeway Rd - Bull Island - Howth Side,567,53.37401525,-6.16407501,"[128, 128, 128]"
1527452,26,Botantic Gardens Main Entrance,1703,53.37160216,-6.269472021,"[128, 128, 128]"
1527466,26,Botanic Gardens Main Entrance - Bus Stop 151,2498,53.37190664,-6.269301927,"[128, 128, 128]"
1527469,26,Shanard Rd - Rafo Pizza,3633,53.39078369,-6.256951168,"[128, 128, 128]"
1527476,26,Smithfield - Fresh Supermarket - Green Area,12378,53.34918725,-6.278228102,"[0, 255, 0]"
1527478,26,Ballygall Road Finglas- At Bus Stop 138 Inbound,3293,53.3900701,-6.291896385,"[128, 128, 128]"
1527482,26,Greendale/Thornville Junction Opp Kilbarrack Utd. Clubhouse,794,53.38652022,-6.15587231,"[128, 128, 128]"
1527483,26,Poppintree - Quinns Centra,5678,53.4001552,-6.277004999,"[128, 128, 128]"
1527501,26,Clontarf - La costa Chipper,2839,53.36269886,-6.218431342,"[128, 128, 128]"
1527506,26,Phibsborough - Crossguns Bridge - Inbound,1249,53.36444598,-6.271709579,"[128, 128, 128]"
1528741,26,Ballyfall - Fitzmaurice Rd - Next Door Off Licence,4769,53.38249215,-6.277519555,"[128, 128, 128]"
1528744,26,Emmett Rd -  Dublin Bikes Point,2839,53.34069088,-6.308588615,"[128, 128, 128]"
1528746,26,Phibsborough Rd Inbound - Crossguns Bridge - Snooker Centre,1249,53.36426914,-6.271755688,"[128, 128, 128]"
1528748,26,Dartry Park On Dodder Walk Road At Entrance To Park,2271,53.30730056,-6.26009644,"[128, 128, 128]"
1528752,26,North Strand Rd- Corner Of Charleville Mall,5905,53.35653773,-6.244407473,"[128, 128, 128]"
1528754,26,Drumcondra - Binns Bridge - Railway Side,1362,53.3616595,-6.25970162,"[128, 128, 128]"
1528769,26,Pigeon House Rd - Pesestrian Entrance to Beach,1589,53.33759871,-6.192277051,"[128, 128, 128]"
1528771,26,Phibsborough Rd Outbound - The Golden Chip Take Away,4769,53.36377602,-6.272302248,"[128, 128, 128]"
1528870,26,Outside Connolly Station - Inbound At Bus Stops.,454,53.35061066,-6.250205161,"[128, 128, 128]"
1528876,26,Chapelizod - Lucan Rd Outbound - Bus Stop 2197,1703,53.34805057,-6.346649273,"[128, 128, 128]"
1528885,26,Poolbeg Strand - Shelly Banks Car Park,2157,53.33822633,-6.182427565,"[128, 128, 128]"
1528886,26,Clontarf - Fairview End Inbound - Bus Stop 1736 - Opp House 69,794,53.36212974,-6.216930875,"[128, 128, 128]"
1528887,26,Clontarf - Opp Vernon Ave. - Beside Pumphouse - Opp Connollys,340,53.35881225,-6.195897891,"[128, 128, 128]"
1528892,26,Clontarf - Wooden Bridge - Bike Racks,1135,53.36073305,-6.182402872,"[128, 128, 128]"
1528896,26,Navan Rd - McDonalds Pedestrian Entrance,1703,53.36159973,-6.298664479,"[128, 128, 128]"
1528897,26,Old Cabra Rd - Hanlons Corner - Lidl,2952,53.35807114,-6.290017162,"[128, 128, 128]"
1528900,26,Navan Rd - Ashtown Roundabout Outbound - Bus Stop 1666,681,53.37157924,-6.330404946,"[128, 128, 128]"
1528907,26,Drumcondra - Binns Bridge - Dorset Expert Garage,8971,53.36145463,-6.259863098,"[0, 255, 0]"
1528908,26,Chapelizod Main St - Mulberry House - Beside Parking Meter,567,53.34941573,-6.344219366,"[128, 128, 128]"
1530124,26,Quays - Custom House - Recycler,454,53.348231,-6.253336925,"[128, 128, 128]"
1530126,26,Westmoreland St. - Supermacs - at Bus Stop 317 - Recycler,2952,53.34632089,-6.259319739,"[128, 128, 128]"
1530128,26,Aston Quay - Westmoreland St - Circle K,2044,53.34670396,-6.259485763,"[128, 128, 128]"
1530129,26,North Wall Quay - Opp. Convention Centre - Recycler,1362,53.34738507,-6.239812346,"[128, 128, 128]"
1530130,26,Camden St - Jimmy Rabbittes - Bus Stop 1353,2157,53.3360462,-6.265414534,"[128, 128, 128]"
1530134,26,On Path Just Up From  ST Malachys AFC Edenmore On The Springdale Road,1135,53.38628195,-6.187741932,"[128, 128, 128]"
1530139,26,Barrow St - Grand Canal Dock Dart Station - Recycler,1589,53.33941736,-6.236648932,"[128, 128, 128]"
1530140,26,Westmoreland St - Weavers of Ireland,4996,53.34581598,-6.259231647,"[128, 128, 128]"
1530145,26,Westmoreland St - Opp. Westin at Bus Stop 320 - Recycler,7154,53.34554369,-6.259238832,"[128, 128, 128]"
1530151,26,Opp. CHQ - DCC Docklands Office - Recyler,1362,53.3479832,-6.247871295,"[128, 128, 128]"
1530152,26,Georges Quay - Tara St Station - Recycler,1135,53.34740857,-6.254643133,"[128, 128, 128]"
1530158,26,Connolly Station - Harbour Master Place - Recycler,908,53.35000561,-6.250277905,"[128, 128, 128]"
1530159,26,Hannover Quay - Spar - Recycler,454,53.34414773,-6.236308459,"[128, 128, 128]"
1530160,26,Mayor St. - Spar - Recycler,908,53.3493948,-6.244817935,"[128, 128, 128]"
1530162,26,Edenmore - Tonlegee Road @ Bus Stop 961,681,53.3910852,-6.17656414,"[128, 128, 128]"
1530163,26,A2/1- Percy Place- Old School Hotel,2271,53.33734193,-6.240370549,"[128, 128, 128]"
1530164,26,Camden St - Davitts Bar,1703,53.33565768,-6.265290181,"[128, 128, 128]"
1530257,26,Sandymount Green - Opp. Bennetss Auctioneers,340,53.33195315,-6.215679841,"[128, 128, 128]"
1530262,26,Merville Ave. - St Joespehs School Entrance,3633,53.36409193,-6.234062267,"[128, 128, 128]"
1530273,26,Sandymount Green - Opp. Cobblers Wardrobe,1022,53.33204745,-6.214908553,"[128, 128, 128]"
1530275,26,Sandymount Green - Residential Side,454,53.33167311,-6.215136223,"[128, 128, 128]"
1530801,26,Clontarf - Watermill Rd - Bus Stop 7728 - St Annes Park,1816,53.37483038,-6.166217813,"[128, 128, 128]"
1530802,26,Clontarf - Sybil Hill Rd - St Annes Park - Pedestrian X Over,2384,53.37211826,-6.194017573,"[128, 128, 128]"
1530803,26,Raheny - Watermill Rd - Bus Stop 7726 - Opp. Manor House View,1249,53.37690211,-6.17045193,"[128, 128, 128]"
1530807,26,Raheny - Howth Rd - Waterhill Rd - Opp. Butlers Pantry,113,53.37983221,-6.178068817,"[255, 0, 0]"
1530811,26,Howth Rd - Watermill Rd - St Annes Park Side,908,53.37972651,-6.178272409,"[128, 128, 128]"
1530815,26,Raheny - Howth Rd - AIB - Bus Stop 535,1249,53.38024772,-6.177397282,"[128, 128, 128]"
1530827,26,Clontarf - St Gabriels Rd - Mace - Opp. Church,3406,53.36474303,-6.183932891,"[128, 128, 128]"
1530829,26,Mount Prospect Ave - St Annes Park Rose Garden Entrance,2498,53.36976803,-6.181493334,"[128, 128, 128]"
1530832,26,Clontarf - James Larkin Rd - Causeway Rd to Bull Island - Opp. Peace Tree,340,53.37383267,-6.164316117,"[128, 128, 128]"
2500447,26,"A4/2 - Mespil Rd, Canal Bank",340,53.33304333,-6.249116667,"[128, 128, 128]"
2502783,26,A4/2 - Waterloo Rd. - at Bus Stop 781 - at Starbucks,2725,53.33269245,-6.243666672,"[128, 128, 128]"
2502788,26,"A4/2 - Mespil Rd, Canal Bank",1135,53.33290333,-6.249653333,"[128, 128, 128]"
2502793,26,"A4/2 - Waterloo Rd, at Bus Stop 755",1703,53.32866275,-6.245415313,"[128, 128, 128]"
2502799,26,A4/2 - at seating beside the junction of Wellington Rd. & Pembroke Rd.,3066,53.33254955,-6.240486302,"[128, 128, 128]"
2502800,26,A2/1 - Northumberland Rd. Upper - at Bus Stop 490,3293,53.33662044,-6.238843505,"[128, 128, 128]"
2502802,26,A2/1 - Northumberland Rd. Lower - at Bus Stop 489,1476,53.33485383,-6.237235166,"[128, 128, 128]"
2502820,26,A2/1 - Northumberland Rd. Lower - at Bus Stop 413,1022,53.33401565,-6.236495048,"[128, 128, 128]"
2502821,26,A2/1 - Northumberland Rd. Lower - at Bus Stop 412,2498,53.33511333,-6.237336667,"[128, 128, 128]"
2502822,26,"A4/2 - Mespil Rd, Canal Bank, Opposite Mespil Hotel",1476,53.33344535,-6.247420106,"[128, 128, 128]"
500003068,26,James Joyce St- James Joyce Park- St. Marys Mansions,1816,53.35300747,-6.254254908,"[128, 128, 128]"
500003835,26,Wolfe Tone Park - off Jervis Street - On Paving,5791,53.34811913,-6.266799935,"[128, 128, 128]"
500004312,26,At Junction Of Sherrif Street Upper And New Wapping Street,1703,53.35018867,-6.234970438,"[128, 128, 128]"
500004318,26,Outside Bond House - New Wapping Street,1589,53.3497424,-6.235164313,"[128, 128, 128]"
500100105,26,Junction Vinegar Walk Mayor St,1476,53.34866123,-6.233932525,"[128, 128, 128]"
500100114,26,At Junction Of Castleforbes St And Mayor St,0,53.34852613,-6.231812909,"[255, 0, 0]"
1402234,27,A4/1 - Grand Canal - Luas Exit Opp Charlemont 21,1589,53.33093145,-6.258733571,"[128, 128, 128]"
1500236,27,A4/2 - Baggot St. Lower - Donnybrook Fair,4656,53.33364621,-6.244624242,"[128, 128, 128]"
1500239,27,A2/1 - Pembroke Rd. - at Embassy Grill Restaurant,2498,53.32998346,-6.232498017,"[128, 128, 128]"
1500243,27,A4/2 - Baggot St. Lower - Between Grafton Barber & Wellington Pub,1589,53.33394463,-6.24517948,"[128, 128, 128]"
1500360,27,A2/1 - Northumberland Rd. Lower - at Bus Stop 488 - Beside D4 Fuels,1589,53.33320333,-6.236028333,"[128, 128, 128]"
1500371,27,Pearse St. - Pearse Sq. Park Entrance - at Bus Stop 352,1022,53.3429223,-6.242428007,"[128, 128, 128]"
1500432,27,A2/3 - AI - 9 - Sandymount Promenade,1930,53.324825,-6.206493066,"[128, 128, 128]"
1500636,27,A4/2 - Baggot St. Lower - Behind Bus Stop at Craft Cleaners,1816,53.33377221,-6.244691517,"[128, 128, 128]"
1500660,27,A4/2 - Baggot St. Lower - at Searsons Pub - at Pedestrian X Over,3633,53.3331699,-6.243195534,"[128, 128, 128]"
1500673,27,"A4/2 - Mespil Rd, La Peniche, Canal Bank",1135,53.33320141,-6.248429791,"[128, 128, 128]"
1500688,27,A2/1 - Pembroke Rd. - at Bus Stop 487 - beside US Embassy,2611,53.33084615,-6.23383896,"[128, 128, 128]"
1500690,27,A4/2 - Pembroke Rd. - Outside No. 72,2498,53.33245333,-6.238903333,"[128, 128, 128]"
1500699,27,A4/2 - Waterloo Rd. - at Bus Stop 779,1476,53.32870359,-6.245144845,"[128, 128, 128]"
1500759,27,A4/2 - Baggot St. Lower - at Burger King,6700,53.33387,-6.244846667,"[128, 128, 128]"
1500776,27,"A4/2 - Mespil Rd, Maxol",794,53.33383268,-6.246025447,"[128, 128, 128]"
1500794,27,A4/2 - Pembroke Rd. -  Outside No. 53,2157,53.3323795,-6.238775,"[128, 128, 128]"
1500834,27,A4/2 - Waterloo Rd. - at Bus Stop 753,2498,53.33252673,-6.243524938,"[128, 128, 128]"
1504611,27,A2/3 - AG - 7 - Sandymount Promenade,567,53.32360167,-6.206245,"[128, 128, 128]"
1504613,27,A2/4 - AB - 2- Sandymount Promenade,567,53.320695,-6.205773333,"[128, 128, 128]"
1504615,27,A2/4 - AE - 5 - Sandymount Promenade,2157,53.322465,-6.206116667,"[128, 128, 128]"
1504616,27,A2/3 - AJ - 10 - Sandymount Promenade,10220,53.32552333,-6.20676,"[0, 255, 0]"
1504617,27,A2/4 - AD - 4- Sandymount Promenade,1476,53.321735,-6.205966667,"[128, 128, 128]"
1504619,27,A2/3 - AF - 6 - Sandymount Promenade,454,53.32666,-6.207661667,"[128, 128, 128]"
1504620,27,Shelbourne Rd- Ballsbridge Colege Of Futher Education,2839,53.32991463,-6.231829451,"[128, 128, 128]"
1504621,27,"A4/2 - Mespil Rd, Beshoff Fish & Chips",6927,53.33388383,-6.245598653,"[128, 128, 128]"
1504622,27,A2/3 - AH - 8 - Sandymount Promenade,9993,53.32420333,-6.206481667,"[0, 255, 0]"
1504624,27,"A2/1 - Pembroke Rd. - at Ballsbridge Hotel, beside Bus Stop",1816,53.33156333,-6.234461667,"[128, 128, 128]"
1504625,27,A4/2 - Baggot St. Lower  - at Saba Restaurant,4201,53.33353157,-6.244104872,"[128, 128, 128]"
1504626,27,A4/2 - Baggot St. Lower - at Rockets Diner,2271,53.33318552,-6.243624129,"[128, 128, 128]"
1504627,27,A2/3 - AC - 3 - Sandymount Promenade,4428,53.32779073,-6.208433756,"[128, 128, 128]"
1504628,27,A4/2 - Eastmoreland Place - at AIB,4315,53.33305894,-6.242475634,"[128, 128, 128]"
1504630,27,A4/2 - Baggot St. Lower - at Spar,3293,53.33355656,-6.244432087,"[128, 128, 128]"
1504631,27,"A4/2 - Mespil Rd, Canal Bank",908,53.33334597,-6.247885924,"[128, 128, 128]"
1506392,27,Kilmainham Gaol Main Entrance Left,2952,53.34192667,-6.308361667,"[128, 128, 128]"
1506396,27,Kilmainham Gaol Main Entrance Right,2498,53.34195816,-6.308560359,"[128, 128, 128]"
1515439,27,East Essex St. - The Norseman Pub,8403,53.34545023,-6.26484276,"[128, 128, 128]"
1515450,27,Donnycarney Community & Youth Club,1476,53.37493714,-6.217631161,"[128, 128, 128]"
1515452,27,Boardwalk - Millenium Bridge to Ha'penny Bridge  - Opp. Wooden Mills,340,53.34647768,-6.263500466,"[128, 128, 128]"
1515456,27,Boardwalk - Grattan Bridge to Millenium Bridge - Opp. No. 10,908,53.34607124,-6.266740048,"[128, 128, 128]"
1515457,27,A2/2 - Ringsend outside church opp bradley’s pharmacy,1249,53.3420388,-6.227799198,"[128, 128, 128]"
1515458,27,Temple Bar - Fleet St. - Cafe Nero,6927,53.34567964,-6.26184963,"[128, 128, 128]"
1515459,27,Heuston Station Entrance - Bus Stop at Taxi Rank - City Bound,1249,53.34606167,-6.293968333,"[128, 128, 128]"
1515460,27,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. O'Connell's Bar,454,53.34725686,-6.260151404,"[128, 128, 128]"
1515461,27,A6/4 - Terenure Rd. East - Creative Asian Dining,1589,53.31008491,-6.282692481,"[128, 128, 128]"
1515463,27,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. Sacrament Church,1362,53.34696562,-6.261283017,"[128, 128, 128]"
1515464,27,A6/1 - Rathmines plaza Swan leisure,5678,53.32482388,-6.265391697,"[128, 128, 128]"
1515465,27,Rosie Hackett Bridge meets Eden Quay,1249,53.34789836,-6.257345257,"[128, 128, 128]"
1515484,27,Grattan Bridge - Wellington Quay Side,1022,53.34542,-6.267603333,"[128, 128, 128]"
1515487,27,Manor St. - Centra - at corner of Arbour Hill,6132,53.35050785,-6.281770477,"[128, 128, 128]"
1515488,27,Raheny - Macaris,681,53.38017567,-6.17400198,"[128, 128, 128]"
1515489,27,Boardwalk - Grattan Bridge to Millenium Bridge - Opp. Morrison Grill,340,53.3461732,-6.265772546,"[128, 128, 128]"
1515490,27,A4/4 - Ranelagh triangle at spar,2157,53.32525783,-6.255167326,"[128, 128, 128]"
1515497,27,Smithfield - Dublin Bikes - Mater UCD,5678,53.34966359,-6.277925189,"[128, 128, 128]"
1515498,27,Rosie Hackett Bridge meets Burgh Quay - Opp. Bermingham cameras,1022,53.34738571,-6.257256732,"[128, 128, 128]"
1515499,27,Collins Ave. - Spar - Kitty Kiernans Pub,2839,53.3768629,-6.223602183,"[128, 128, 128]"
1515500,27,Clontarf Rd. - Vernon Ave. - Outside Thunders Cafe,3293,53.359175,-6.196275,"[128, 128, 128]"
1515501,27,A4/1 - The Barge - Grand Canal,2384,53.33046764,-6.260672002,"[128, 128, 128]"
1515502,27,Raheny Main St - Four Star Pizza,1476,53.37960066,-6.175049879,"[128, 128, 128]"
1515503,27,Swords Rd at Bus Stop 1639 - inbound - outside Magners Pharmacy,2498,53.39653503,-6.245094501,"[128, 128, 128]"
1515504,27,Boyle Sports - Riordans Pub - Finglas Village,4088,53.38922587,-6.299612193,"[128, 128, 128]"
1515549,27,Griffith Ave - Ardscoil Ris,681,53.36905311,-6.228995151,"[128, 128, 128]"
1515550,27,Boardwalk - Ha'penny Bridge to O'Connell Bridge - Opp. Tanning Salon,908,53.34681333,-6.2619,"[128, 128, 128]"
1515551,27,Parliament St. - Beef & Lobster,3066,53.34418219,-6.267305501,"[128, 128, 128]"
1515552,27,Boardwalk - Millenium Bridge to Ha'penny Bridge  - Opp. Colour Works,340,53.34627634,-6.264609528,"[128, 128, 128]"
1515553,27,Clontarf Rd. - Vernon Ave. - Outside Spar & Roccos,3293,53.35921833,-6.195936667,"[128, 128, 128]"
1515554,27,Smithfield Third Space corner Haymarket,5223,53.34850035,-6.278505044,"[128, 128, 128]"
1515555,27,A4/1 - Grand Canal - Charlemont Luas Exit Opp Hotel,1476,53.33087534,-6.258948907,"[128, 128, 128]"
1515556,27,Between Whitworth Rd & Grand Parade - outbound N1 - outside Spar,1703,53.36217623,-6.259098381,"[128, 128, 128]"
1515557,27,Boardwalk - O'Connell Bridge to Rosie Hackett Bridge - Opp. Carlyle Club Townhouse,908,53.34758242,-6.258680986,"[128, 128, 128]"
1515558,27,Smithfield - Generator Bar,2611,53.34821411,-6.278524687,"[128, 128, 128]"
1515559,27,Drumcondra Dart Starion at bus stop 17 - Outbound N1,7608,53.36312204,-6.258361377,"[128, 128, 128]"
1515560,27,Heuston Station Opposite - Bus Stop - Outbound,1703,53.34584833,-6.293701667,"[128, 128, 128]"
1515561,27,Aston Quay- Bus Stop 329- Riverside Shop,8403,53.34625638,-6.261716676,"[128, 128, 128]"
1515562,27,St. Aidans Park Rd- At Junction Of Malahide Road,0,53.36477166,-6.229997574,"[255, 0, 0]"
1515564,27,A6/3 - Harolds Cross - Bus Stop 1343 - Opp. Coughlan’s Centra,5110,53.32264621,-6.279425449,"[128, 128, 128]"
1515566,27,Manor St. - Bus Stop 1648 -Corner of Arbour Place,6359,53.35096833,-6.28275,"[128, 128, 128]"
1515567,27,Cabra Rd - Bus Stop 78 - DCC Area Office,6132,53.36116303,-6.284160956,"[128, 128, 128]"
1515568,27,A4/1 - Charlemont Court Opp 29-30 - Canal,5110,53.33030545,-6.262483028,"[128, 128, 128]"
1515569,27,Super Value Finglas Village,1022,53.39017259,-6.298413763,"[128, 128, 128]"
1515571,27,A6/2 - Portobello Quay - Grand Canal,5223,53.33024072,-6.265512884,"[128, 128, 128]"
1515572,27,Supervalu - Ballymun,1476,53.39519813,-6.264203643,"[128, 128, 128]"
